#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
16	12:0	8.16	15.1	0.02	
1	14:0	11.93	295.2	0.31	
2	14:1w5	12.22	82.3	0.09	
3	15:0	14.23	60.7	0.06	
4	16:0	16.98	23273.9	24.57	
23	16:1w9	17.24	248.3	0.26	
5	16:1w7	17.44	2608.1	2.75	
6	16:2w6	18.31	127.7	0.13	
7	16:2w4	18.83	175.7	0.19	
8	17:0	19.33	75.1	0.08	
17	17:1w9	19.78	13.9	0.01	
22	17:1w7	19.86	24.8	0.03	
18	17:2w5	20.93	16.9	0.02	
9	18:0	22.13	2291.7	2.42	
10	18:1w9	22.65	24526.3	25.90	
21	18:1w7	22.72	602.7	0.64	
11	18:2w6	23.90	38271.1	40.41	
12	18:3w3	25.21	220.9	0.23	
13	20:0	27.14	106.1	0.11	
20	20:1w9	27.57	40.2	0.04	
14	20:2w9	28.72	180.8	0.19	
19	22:0	32.06	48.8	0.05	
15	23:0	34.47	1404.9	1.48	
	
