"12:0" "14:0" "14:1n-5" "15:0" "16:0" "16:1n-7" "16:1n-9" "16:2n-4" "16:2n-6" "17:0" "17:1n-7" "17:1n-9" "17:2n-5" "18:0" "18:1n-7" "18:1n-9" "18:2n-6" "18:3n-3" "20:0" "20:1n-9" "20:2n-9" "22:0" "group" "sp" "temp" "salinity"
"13" 0.00609905314082413 0.0505242550307776 0.0066261318073151 0.0234173521826704 5.88212262108691 0.44161662556708 0.0455546561752913 0.0237938369444497 0.0127251849481392 0.0227396796114677 0.00730380437851778 0.00376484761779267 0.00368955066543682 0.873218756470832 0.10586751501233 8.02545036989628 10.2072548613595 0.131242587956252 0.0371966944637916 0.0121228093292924 0.0483406434124579 0.0201795832313687 "13SLT18S2" "SL" "T18" "S2"
"14" 0.00621791113716712 0.0400709828839659 0.00592182013063535 0.0184069909060582 4.18425940730476 0.33088169979925 0.0337050262435329 0.0162850053592472 0.00661269914587614 0.0151993383352974 0.00518159261430593 0.00202328854463375 0.0024674250544314 0.67222528182929 0.0800432687657545 5.85895014024844 7.94841502484203 0.117893569100732 0.0255131750628206 0.00848794218724401 0.0238353260258073 0.0148045503265884 "14SLT18S2" "SL" "T18" "S2"
"15" 0.00379900129273563 0.0317180768308588 0.00469499216366384 0.0149092880922455 3.57790658542538 0.284996776224846 0.0297468969148167 0.0139774575864801 0.00645113427068314 0.0143358539348514 0.00548346413008067 0.0017561421070193 0.00243709516892474 0.579347697142183 0.0677010702073359 5.10499758620059 7.21039693470771 0.109561763697102 0.023976715706039 0.00723960623709997 0.0327215866062984 0.0142641746651772 "15SLT18S2" "SL" "T18" "S2"
"16" 0.00533779103980169 0.107862436011603 0.0014971852916517 0.0317012711754076 9.06506637087493 1.16663281726007 0.0504486348273941 0.0412702380394424 0.0030594655959839 0.0165341332208492 0.0115869122571305 0.00312456060866441 0.00286418055794237 0.909572612184745 0.137350476755873 13.7815255146412 11.3832299624532 0.126674894676269 0.0431579934071771 0.0124982424346576 0.022783254438178 0.015492613017961 "16SLT18S3" "SL" "T18" "S3"
"17" 0.00316436767637008 0.0224207026825734 0.000656027445101115 0.00663745415043481 1.90676306411125 0.214019306501811 0.010920927468448 0.00895284513314463 0.000501668046253794 0.00571129775735088 0.00223821128328616 0.000810386843948436 0.000578847745677454 0.241611049045769 0.0306789305209051 2.87999907384361 3.09876493185997 0.0470410267987211 0.0131591387517341 0.00358885602320022 0.0101491304742114 0.0054797586590799 "17SLT18S3" "SL" "T18" "S3"
"18" 0.00302698606902895 0.0819890097621928 0.000878802407137438 0.0245413709252455 6.7651836713305 0.913759213999127 0.0348266139124837 0.0356403198450183 0.00156231539046656 0.0215143848562165 0.00774648047773001 0.00286424488252202 0.00136702596665824 0.635732170970683 0.0968961024462279 10.112542040117 9.05010247812514 0.0999881849898596 0.032418044352181 0.0109036594959645 0.0164043115998988 0.0118801066150061 "18SLT18S3" "SL" "T18" "S3"
"19" 0.0075762019277768 0.0364146479754433 0.0191848984300154 0.0194292920405889 7.92666236533912 0.60401880853227 0.0780837585782157 0.040080552134045 0.0518114454415704 0.0598764345904941 0.00989794122822453 0.00659862748548302 0.00806498914892369 0.868330498367451 0.414002776311416 7.10378907853833 12.8983615852347 0.093847146460203 0.0196736856511623 0.0136860421921129 0.0733180831720336 0.0150302070502669 "19LDT25S1" "LD" "T25" "S1"
"20" 0.013628870140456 0.0361689246035178 0.0380035801993484 0.0184776027865798 6.00469671832533 0.41974299096039 0.0518945439963517 0.0248988973719869 0.0242436632306188 0.037479392886254 0.00891118432260584 0.00380035801993484 0.00406245167648208 0.896360305391529 0.315167621998045 5.44289896551634 10.1485284751653 0.059626306864495 0.0262093656547231 0.00786280969641692 0.0530739654508142 0.013628870140456 "20LDT25S1" "LD" "T25" "S1"
"21" 0.0047746371275783 0.0290691142767267 0.00898755224014739 0.0111782680986833 4.78039477823215 0.36340605761021 0.0491225902125556 0.0246876825596549 0.0307542803217544 0.0299678695007415 0.00645980317260594 0.00398822630656541 0.00530827304183706 0.604328629847661 0.217835797420572 4.62732552914214 8.40487799397834 0.0657776479575787 0.0186210847975554 0.0184244820923022 0.0870949984271784 0.0178908461780434 "21LDT25S1" "LD" "T25" "S1"
"22" 0.00595462379495273 0.116410923461592 0.0324546714122258 0.0239367989638166 9.17796812856624 1.02849366355074 0.0979160985620372 0.0692865828326619 0.0503579773917525 0.0296153805960894 0.00977977947780315 0.00548140865892999 0.00666444649898683 0.903722606019415 0.237672302067418 9.6718469921953 15.0920531601997 0.0871110196228515 0.0418401049433433 0.0158527070567616 0.0712977471607585 0.0192440821982578 "22LDT25S2" "LD" "T25" "S2"
"23" 0.00524018897431489 0.0703331613896326 0.0267740905406401 0.0223526810935619 8.43907870927595 0.943397771282127 0.095551570828523 0.0646835826516994 0.0490448936814784 0.0386463936855723 0.00884281889415637 0.00614084645427526 0.00646835826516994 0.862338598085693 0.247107661320036 9.32049487034626 13.8981274512212 0.0671399212334095 0.0332424488058101 0.0105622559013534 0.0424946574635848 0.0196507086536808 "23LDT25S2" "LD" "T25" "S2"
"24" 0.00832498544109268 0.0609451764366785 0.0135084669421504 0.0150792189121679 7.89656284127041 0.853153932514998 0.083721080001932 0.0621232404141916 0.0361272953104022 0.0220690651787457 0.00785375985008743 0.00510494390255683 0.00659715827407344 0.876401061671257 0.335198470401732 9.14586042062382 13.7242097252323 0.0541124053671024 0.0335355545598733 0.0130372413511451 0.0343209305448821 0.0168070460791871 "24LDT25S2" "LD" "T25" "S2"
"25" 0.00384458643783688 0.106191524346147 0.00212463987354143 0.017705332279512 10.5330741677381 1.83858240790091 0.0452244773082391 0.153662049520701 0.00163900790244625 0.00855926349055264 0.0100363940693005 0.00352083179044009 0.00479561571456495 0.833911033032282 0.146134753968726 12.0919123256227 17.0105548061984 0.0438282853913405 0.0414001255358645 0.0120598606155304 0.0348238592606172 0.0237150279218149 "25LDT25S3" "LD" "T25" "S3"
"26" 0.0221648186863103 0.0303740107923512 0.00109455894747212 0.0109455894747212 2.60723941287858 0.123685161064349 0.00766191263230481 0.00437823578988846 0.00246275763181226 0.00492551526362452 0.00930375105351299 0.0019154781580762 0.000547279473736058 0.326452206083559 0.103709460272983 1.70012368516106 2.9536673197535 0.0216175392125743 0.018881141843894 0.00301003710554832 0.0448769168463567 0.0147765457908736 "26LDT25S3" "LD" "T25" "S3"
"27" 0.0750941284040064 0.0720810923877963 0.000811202004364267 0.006953160037408 2.42746405505976 0.327493837761917 0.00915499404925387 0.0265378941427739 0.0006953160037408 0.0038242380205744 0.00115886000623467 0.00231772001246933 0.0010429740056112 0.248807243338583 0.0536552182886651 2.34356259060837 3.29162596170895 0.0279285261502555 0.00231772001246933 0.0010429740056112 0.00544664202930293 0.00672138803616107 "27LDT25S3" "LD" "T25" "S3"
"28" 0.00334078530929142 0.0203484196111387 0.00552748114810035 0.011844602460215 3.80618707365126 0.246489214274629 0.0303100339879349 0.0114194116026689 0.0127557257263854 0.0208950935708409 0.00668157061858284 0.00170076343018472 0.00176150498126275 0.669250409777689 0.147844935323915 4.55464446603469 6.70659613762699 0.0832766665279734 0.0154890955248966 0.00637786286319271 0.0256936761060049 0.0126342426242294 "28SLT25S1" "SL" "T25" "S1"
"29" 0.00450260041974988 0.0280236473885926 0.0071907200733319 0.0140454251899661 5.6366508986048 0.357990334865786 0.041262636682484 0.0180776046703391 0.0172039657829249 0.0239914679082195 0.00826596793476471 0.00336014956697753 0.00268811965358202 1.03297717988023 0.207388431273853 6.61465603156928 9.92581461786027 0.114312288268575 0.02392426491688 0.00819876494342516 0.0270156025184993 0.0196904764624883 "29SLT25S1" "SL" "T25" "S1"
"30" 0.00306402165357049 0.0305970613011476 0.0119108447378233 0.0182978194523083 6.34761714056868 0.405141342024222 0.0454424619888694 0.0193767003162416 0.0196787869581429 0.034567342880422 0.00958046207172745 0.00250300360432519 0.00220091696242387 1.07758620689655 0.205116829850994 7.50931289961747 10.2069034565617 0.118547429328988 0.0239511551793186 0.00655959565271429 0.0639992128485217 0.0201966497728308 "30SLT25S1" "SL" "T25" "S1"
"31" 0.00601222866578798 0.128589132067414 0.0207836525429395 0.039390463672404 13.0109811283398 1.18933285511928 0.0910645324637025 0.0625064463012095 0.0240489146631519 0.0214056072325038 0.0119726277741123 0.00476831928665943 0.00461283061426837 1.44402330049585 0.201202342074043 14.9909220530102 18.8552820279455 0.102467035105714 0.0694516070013439 0.0162226514861348 0.0550429900264383 0.0465429426023932 "31SLT25S2" "SL" "T25" "S2"
"32" 0.00417687109840149 0.0884601629054315 0.0171550062970061 0.0322215770448115 9.40183849456615 0.937260039687734 0.0818965083222292 0.0464676909697166 0.0225998561217081 0.0165583104258059 0.0110388736172039 0.00410228411450146 0.00395311014670141 1.05145271203867 0.187064155621267 11.6016324107296 14.7644934630103 0.0895043806800319 0.0494511703257176 0.0081299812451029 0.0639210452023228 0.033564142755012 "32SLT25S2" "SL" "T25" "S2"
"33" 0.00309732482907356 0.066678520625889 0.0141673931996513 0.0253808562382416 6.98225921167347 0.729133207910797 0.0629215803239572 0.0340992520534116 0.0181824439040059 0.0159168081494058 0.00929197448722067 0.00341279309870142 0.00329807736429129 0.765756206121232 0.11752626990318 8.95238723443308 11.1376646170789 0.0641834534024687 0.0364222456752168 0.00934933235442573 0.0312887165603634 0.0250940669022163 "33SLT25S2" "SL" "T25" "S2"
"34" 0.00472298764195057 0.110481379425518 0.00172219438877756 0.0264591683366733 6.79436998997996 1.22690693887776 0.03968875250501 0.0683658984635939 0.00300079325317301 0.00751503006012024 0.0075933116232465 0.00174828824315297 0.00143516199064796 0.563183658984636 0.130156145624582 8.36683784235137 9.73525175350701 0.0560495991983968 0.0281813627254509 0.0102287909151637 0.0223363393453574 0.0129947394789579 "34SLT25S3" "SL" "T25" "S3"
"35" 0.00423611450543363 0.0465429503994439 0.00108618320652144 0.0123824885543445 3.74961304723268 0.560144679603109 0.0273718168043404 0.0312820763478176 0.00190082061141253 0.00412749618478149 0.00396456870380327 0.00130341984782573 0.00342147710054255 0.372615148997181 0.0622926068940048 5.00230813931386 5.70278768919954 0.0235158664211893 0.0207460992445596 0.00472489694836828 0.0153694923722784 0.00885239313314977 "35SLT25S3" "SL" "T25" "S3"
"36" 0.00584906859940238 0.049335622099307 0.000593383770953864 0.0135630576218026 4.05433699959735 0.565664271939305 0.0243287346091084 0.0291605738868756 0.00152584398245279 0.00720537436158264 0.00550999215885731 0.00118676754190773 0.000762921991226397 0.445037828215398 0.0727318964969165 5.7390382944455 6.30716087057876 0.0329751838430076 0.0240744272786996 0.00567953037912985 0.0202598173225677 0.0111047534278509 "36SLT25S3" "SL" "T25" "S3"
"37" 0.0419066701157392 0.0449344818832638 0.00438813299641248 0.00228182915813449 3.58163803300183 0.119796030802061 0.0219406649820624 0.00377379437691474 0.00456365831626898 0.0217651396622059 0.00294004910759636 0.00179913452852912 0.000745982609390122 0.997993087374091 0.0837694589015143 4.5943313659139 7.90574816899666 0.731194601192212 0.0255389340391207 0.000658219949461872 0.0287422711265018 0.0162360920867262 "37LDT10S1" "LD" "T10" "S1"
"38" 0.00466991364834839 0.0313595525789753 0.00680384769958043 0.00380396939567452 5.1723778009624 0.174673326396501 0.0293802514300064 0.0100202120666548 0.00714404008455946 0.033431633469302 0.00766979195225431 0.00197930114896885 0.00228856695349524 1.37004751405188 0.113160357876204 7.21999576615114 10.9209177957575 1.04627714329321 0.0376376484108609 0.00896870833126512 0.0373283826063345 0.02180323921911 "38LDT10S1" "LD" "T10" "S1"
"39" 0.0036543621056527 0.0354796928485521 0.00656860024054029 0.00545841428439264 5.61328522527523 0.1834582292534 0.0314552687575169 0.00823387917476177 0.00754001295216949 0.0227125543528541 0.0070774354704413 0.00249791840133222 0.00254417614950504 1.57077435470441 0.106254047552965 7.97469701174947 10.9273753353687 1.14029975020816 0.0425108705708206 0.00832639467110741 0.0364973633083542 0.0217873993893977 "39LDT10S1" "LD" "T10" "S1"
"40" 0.00376153070790245 0.0232156973378354 0.0021746349405061 0.00440804379832318 2.65546435802719 0.134239627138269 0.0173970795240488 0.00540720039260977 0.00329133936941464 0.0104029833640427 0.00376153070790245 0.00176321751932927 0.00252727844437196 0.646806960007288 0.0504280210528172 5.03798264406222 6.44926194653337 0.442861466938202 0.0277412889707805 0.00470191338487806 0.0312089500921281 0.00123425226353049 "40LDT10S2" "LD" "T10" "S2"
"41" 0.0142506936687083 0.0362744929748938 0.00233193169124318 0.00563550158717101 3.7417139503603 0.169518478777316 0.0239670757155549 0.00777310563747725 0.00388655281873863 0.013343831344336 0.00479341514311097 0.00323879401561552 0.00233193169124318 0.965354944294363 0.0602415686904487 6.50233241751035 9.34482759737515 0.699644283253265 0.0400314940330079 0.0101698132090327 0.0753991246835294 0.0100402614484081 "41LDT10S2" "LD" "T10" "S2"
"42" 0.00410297313742457 0.0289259606188432 0.00381576501780485 0.00558004346689742 4.07248804701351 0.213682840997072 0.0266693253932597 0.00972404633569624 0.00361061636093362 0.0118986220985313 0.00480047857078675 0.00262590280795173 0.00270796227070022 0.999525286008 0.067616997304757 7.95008486999935 10.3404770198629 0.834585765883532 0.0423837125095958 0.0105446409631812 0.0449685855861733 0.00939580848470227 "42LDT10S2" "LD" "T10" "S2"
"43" 0.00656679809136901 0.00809757197077597 0 0.000354962058992919 0.397091618369642 0.0152411834080085 0.000887405147482298 0.000998330790917586 6.65553860611724e-05 0.00188573593839988 0.000110925643435287 0.000332776930305862 0.000199666158183517 0.0653573891120713 0.00723235195198073 0.277691255775898 0.44716345381633 0.0337879509903885 0.00235162364082809 0.000598998474550552 0.00953960533543471 0.00275095595719513 "43LDT10S3" "LD" "T10" "S3"
"44" 0.00357643709880635 0.0143966747621442 0.000272779100756416 0.00151543944864676 1.11345398049872 0.113082091658021 0.00454631834594027 0.00481909744669669 0.000545558201512833 0.00209130643913253 0.00118204276994447 0.000454631834594027 0.000666793357404574 0.124053873266224 0.0274294540205063 1.37595840179331 1.92312296912171 0.101170737591658 0.00521311170334485 0.00239439432886188 0.0105474585625814 0.0028490261634559 "44LDT10S3" "LD" "T10" "S3"
"45" 0.00580177382641818 0.0154274440384302 0.000725221728302273 0.00290088691320909 0.936722755974426 0.0704783661413754 0.00342832089742892 0.00303274540926405 0.000725221728302273 0.00164823120068698 6.59292480274793e-05 0.000461504736192355 0.00098893872041219 0.127968670421337 0.0238663877859475 0.899011226102708 1.33842966420586 0.0873562536364101 0.00487876435403347 0.00164823120068698 0.016086736518705 0.00309867465729153 "45LDT10S3" "LD" "T10" "S3"
"46" 0.00355283863608165 0.0312103209415788 0.00562988276179092 0.0096199938453903 5.36199872863036 0.171246822259135 0.0338886146826249 0.00759760877562075 0.00956533478945058 0.0371134989830683 0.00901874423005341 0.00125715828661351 0.000491931503457459 1.74695808688931 0.129268667297432 6.99843620440956 12.1428372313439 0.939479853491866 0.0329594107316497 0.00765226783156047 0.0391358840528378 0.0176548750685288 "46SLT10S1" "SL" "T10" "S1"
"47" 0.00329283880382565 0.0211501569322647 0.00227965763341775 0.00721891583915622 3.58558483825038 0.0839040656744035 0.018490556359944 0.00449599144368502 0.0262793866074547 0.0416670756330245 0.0074722111317582 0.00126647646300986 0.00139312410931085 1.35766276834657 0.0861203994846707 4.28930248492181 8.78934665328845 0.778819700927916 0.0215300998711677 0.00544584879094241 0.0482527532406758 0.0139312410931085 "47SLT10S1" "SL" "T10" "S1"
"48" 0.00506944392673162 0.0277328403050612 0.00260927260934716 0.00715686201420935 4.71681937123985 0.108172987318935 0.0243035105899193 0.00588950103252645 0.00820057105794822 0.0395118423701141 0.00976613462355651 0.0150592304882322 0.00164011421158964 1.82790728881666 0.116522659668846 5.83068057284716 12.0157749166897 1.04266533469512 0.0284037961188934 0.00678410878430262 0.0391390891402074 0.0184885602033742 "48SLT10S1" "SL" "T10" "S1"
"49" 0.00335514807889499 0.0189622413897099 0.00275197539055432 0.00618252005549189 2.50331744978587 0.150039206224742 0.0170773267386453 0.00591863200434284 0.00192261294408589 0.0162856625851981 0.00380752759515049 0.00199800953012848 0.0014325351348091 0.568264069002956 0.0432399420954219 4.56092798118101 6.28030942758912 0.4435204173955 0.0262757102358405 0.00622021834851318 0.0482161167742325 0.00965076301345075 "49SLT10S2" "SL" "T10" "S2"
"50" 0.0224201443158962 0.0192041400082881 0.000872915454922187 0.00464023478669162 1.22295455234598 0.0668010037608873 0.00735086698881841 0.00307817555156771 0.000137828756040345 0.00330789014496829 0.00128640172304322 0.00128640172304322 0.000597257942841496 0.312274018268742 0.0305979838409566 1.98234505520961 2.91489441857858 0.235962830341071 0.0135072180919538 0.00349166181968875 0.0118992159381498 0.00532937856689335 "50SLT10S2" "SL" "T10" "S2"
"51" 0.00508888143018523 0.0177362485140279 0.00276895018995373 0.00381666107263892 1.88572991585011 0.0862864748382877 0.0131712225251853 0.00486437195532411 0.00104771088268519 0.00606175582125005 0.00217025825699076 0.00209542176537039 0.000898037899444451 0.516820811130282 0.0323293643800003 3.26833409853646 4.89498008039684 0.418710170615975 0.0237231678436576 0.00598691932962968 0.0366698808939818 0.0211038906369446 "51SLT10S2" "SL" "T10" "S2"
"52" 0.00783950073636016 0.0124405175413272 0.000177721679161817 0.00152050769949555 1.10039339681025 0.122805680300816 0.00438380141932482 0.00539089093457512 0.000138227972681413 0.00337671190407453 0.00221164756290261 0.00126379860737292 0.0010268363684905 0.130210750265891 0.0360972477230891 1.39608277722903 1.86901991233187 0.119093271891658 0.0051539286956927 0.0020931664434614 0.00584506855909976 0.00161924196569656 "52SLT10S3" "SL" "T10" "S3"
"53" 0.000976614557497979 0.0060712871657791 0.000227876730082862 0.000553414915915521 0.373099314782811 0.0372741222778395 0.00218110584507882 0.00258802857736964 0.000179046002207963 0.0059247949821544 0.000846399283164915 0.000146492183624697 0.000537138006623888 0.0528836782885155 0.0279474532537338 0.383711859640956 0.816205616428936 0.0888882016416077 0.00123704510616411 0.00144864492695534 0.00374368913707558 0.00100916837608124 "53SLT10S3" "SL" "T10" "S3"
"54" 0.00191593662030568 0.00549235164487629 0.000357641502457061 0.00117510779378749 0.378563530350799 0.0316512729674499 0.00135392854501602 0.0014816576530364 0.000127729108020379 0.00237576140917905 0.000229912394436682 0.000536462253685591 7.66374648122274e-05 0.060339230628827 0.0330818389772781 0.334675808834997 0.550538001389437 0.0429425261164514 0.00204366572832606 0.00199257408511791 0.00355086920296653 0.000843012112934501 "54SLT10S3" "SL" "T10" "S3"
