"group" "12:0" "14:0" "14:1n-5" "15:0" "16:0" "16:1n-7" "16:1n-9" "16:2n-4" "16:2n-6" "17:0" "17:1n-7" "17:1n-9" "17:2n-5" "18:0" "18:1n-7" "18:1n-9" "18:2n-6" "18:3n-3" "20:0" "20:1n-9" "20:2n-9" "22:0" "sp" "temp" "salinity"
"23" "23LDT25S2" 0.0152874518684133 0.205186268046359 0.078109324390174 0.0652105368762003 24.6197246347732 2.75221906918527 0.278757130163098 0.188704484000726 0.14308099483093 0.112744957529548 0.0257975750279474 0.0179149826582968 0.0188704484000726 2.51574129809576 0.720898902169863 27.1911218123274 40.5456664851282 0.195870477064045 0.0969797727902466 0.0308137701722705 0.123971679995414 0.0573279445065497 "LD" "T25" "S2"
"24" "24LDT25S2" 0.0249964627647031 0.182992972692543 0.0405602980710277 0.0452766118002169 23.7100881950667 2.56166580200915 0.251379521765788 0.186530207989435 0.108475215771353 0.0662642078951092 0.0235815686459463 0.0153280196198651 0.0198085176625949 2.63146724520115 1.00646134980899 27.4612083195774 41.2080837617318 0.16247700797057 0.100693298118191 0.0391454039522709 0.103051454982785 0.0504645569023251 "LD" "T25" "S2"
"25" "25LDT25S3" 0.00894770303044574 0.24714497633568 0.00494478325366738 0.0412065271138948 24.5141632720337 4.27902705502837 0.105253243542349 0.357625562174763 0.00381454708140055 0.0199204125362029 0.0233582142268478 0.00819421224893452 0.0111610822011349 1.94080388047752 0.340106901504627 28.1421271986626 39.5895358967718 0.102003814547081 0.0963526336857472 0.0280675316112929 0.0810473521863006 0.0551931997456969 "LD" "T25" "S3"
"26" "26LDT25S3" 0.276582667486171 0.379020692481049 0.0136584033326504 0.136584033326504 32.5343167383733 1.5433995765895 0.0956088233285529 0.0546336133306017 0.0307314074984634 0.0614628149969269 0.116096428327529 0.0239022058321382 0.00682920166632521 4.07361879396299 1.29413371576863 21.2149149764393 36.8572013931571 0.269753465819846 0.23560745748822 0.0375606091647886 0.559994536638667 0.184388444990781 "LD" "T25" "S3"
"27" "27LDT25S3" 0.840379727135965 0.806660787466929 0.00907817606474036 0.0778129376977745 27.1657934325881 3.66498936556518 0.10245370130207 0.296986045546506 0.00778129376977746 0.042797115733776 0.0129688229496291 0.0259376458992582 0.0116719406546662 2.78440628728537 0.600456502567827 26.2268506510349 36.8366447061265 0.312548633086061 0.0259376458992582 0.0116719406546662 0.0609534678632567 0.0752191731078487 "LD" "T25" "S3"
"28" "28SLT25S1" 0.020369314183709 0.124067640937137 0.033701956194864 0.0722184775604228 23.2069448250831 1.50288503559075 0.184805232321287 0.0696260193915871 0.0777737450650707 0.127400801439925 0.040738628367418 0.0103698326753428 0.0107401838423193 4.08052915774738 0.901434740420867 27.7704119045679 40.8912130482123 0.507751449924819 0.0944395475790144 0.0388868725325354 0.156658543631071 0.0770330427311176 "SL" "T25" "S1"
"29" "29SLT25S1" 0.0186541711561967 0.116101333912448 0.0297909897569111 0.0581898771887329 23.3525165033731 1.48314581715014 0.170950165520966 0.0748951050898045 0.0712756390445723 0.0993961060113763 0.0342457171971969 0.013921023250893 0.0111368186007144 4.27960096778954 0.859205555045118 27.404369530778 41.122424262673 0.473593210995381 0.0991176855463584 0.033967296732179 0.11192502693718 0.0815771962502332 "SL" "T25" "S1"
"30" "30SLT25S1" 0.0117027115677183 0.116862288753694 0.0454922308829614 0.0698866155593319 24.2440625221486 1.54739515771464 0.173562750433907 0.0740072886465567 0.0751610771109796 0.132026365714681 0.0365915770145559 0.00955996156236144 0.00840617309793851 4.11572827952009 0.783422367343171 28.6810384755488 38.984204635922 0.452779558824257 0.0914789425363897 0.0250536923703265 0.244438327534173 0.0771390001928475 "SL" "T25" "S1"
"31" "31SLT25S2" 0.0119298238396961 0.255154249536948 0.0412401668941218 0.0781609148118019 25.8171672221919 2.3599454107716 0.18069569384781 0.124029030609254 0.0477192953587843 0.0424742866016765 0.0237568043704293 0.00946158442458654 0.00915305449769785 2.86531743101528 0.399237725393967 29.7458844678836 37.4137787408482 0.203321221819648 0.137810034010282 0.0321899557053868 0.109219594118597 0.0923532914486817 "SL" "T25" "S2"
"32" "32SLT25S2" 0.0108442437398698 0.229665590633672 0.0445388582173225 0.0836555945647101 24.4096180696084 2.43337083634293 0.212624636185305 0.120642211606052 0.0586751045210814 0.0429896805401982 0.0286597870267988 0.0106505965302293 0.0102633021109482 2.72984471430259 0.485667201778456 30.1208552235367 38.3324651483434 0.232376651568639 0.128388099991673 0.0211075458508181 0.165955658661937 0.0871412443382397 "SL" "T25" "S2"
"33" "33SLT25S2" 0.0106409811772866 0.229076678122143 0.048672636125737 0.0871969290916543 23.9878259293124 2.50496579121607 0.216169562064508 0.117149320553646 0.0624665006148122 0.0546828199388341 0.0319229435318599 0.011724784815714 0.0113306744017404 2.63078554087713 0.403766119115932 30.7562781788946 38.2638845098843 0.220504776618217 0.125130056436611 0.0321199987388467 0.107493615411294 0.0862116530567204 "SL" "T25" "S2"
"34" "34SLT25S3" 0.0173516577064368 0.405894578613555 0.00632712380455706 0.0972076293609222 24.9616537951239 4.50750051767377 0.145811444041383 0.251167641938477 0.0110245339018797 0.0276092675107945 0.0278968640473652 0.00642298931674732 0.00527260317046422 2.06906534960235 0.47817717480501 30.7387012907333 35.7660804810148 0.205919120184675 0.103534753165479 0.0375792807785813 0.0820608784348613 0.0477410250707487 "SL" "T25" "S3"
"35" "35SLT25S3" 0.0270495214315439 0.297197947010681 0.0069357747260369 0.0790678318768206 23.942987931752 3.57677902621723 0.17478152309613 0.199750312109863 0.0121376057705646 0.0263559439589402 0.0253155777500347 0.00832292967124428 0.0218476903870162 2.37931751976696 0.397766680538216 31.9420169232903 36.4148980441115 0.150159522818699 0.132473297267305 0.0301706200582605 0.0981412123734221 0.0565265640172007 "SL" "T25" "S3"
"36" "36SLT25S3" 0.0335823619594578 0.283259922614557 0.0034069062857421 0.0778721436741051 23.2779305477819 3.24775509210814 0.139683157715426 0.167425108899326 0.00876061616333682 0.0413695763268683 0.0316355583676052 0.00681381257148419 0.00438030808166841 2.55517971430657 0.417589370452388 32.9506241939016 36.2124936120507 0.189326649307668 0.138223055021537 0.0326089601635315 0.116321514613194 0.0637578176331735 "SL" "T25" "S3"
"37" "37LDT10S1" 0.229793234213445 0.246396096161851 0.0240621187658058 0.012512301758219 19.6397419578384 0.656895842306498 0.120310593829029 0.020693422138593 0.025024603516438 0.119348109078397 0.0161216195730899 0.00986546869398038 0.00409056019018699 5.47244767090721 0.459345847239233 25.192797726611 43.3507944108511 4.00947084994622 0.14004153121699 0.00360931781487087 0.157606877916028 0.0890298394334815 "LD" "T10" "S1"
"38" "38LDT10S1" 0.0177821951943323 0.119411562430814 0.0259078340579676 0.0144848344960455 19.6954887395132 0.665124757997277 0.111874737977587 0.0381551737944614 0.027203225760866 0.127301675530286 0.0292051947562544 0.00753682445322694 0.00871445327404365 5.21689567621802 0.430894385536834 27.4924513992586 41.584899972208 3.98403606370501 0.143317427493394 0.0341512358036846 0.142139798672577 0.083022831867578 "LD" "T10" "S1"
"39" "39LDT10S1" 0.0131648455297017 0.127815652168117 0.0236633932306031 0.0196639464874026 20.2218693080791 0.660908574313887 0.113317657724015 0.0296625633454039 0.0271629091309036 0.0818220146213107 0.0254964729879033 0.00899875517220118 0.0091653987865012 5.65871721078584 0.38278038204715 28.7288591744809 39.3658877188656 4.10793173610984 0.15314548154172 0.0299958505740039 0.131481811682717 0.0784891423353103 "LD" "T10" "S1"
"40" "40LDT10S2" 0.024174296679056 0.149200737316049 0.0139757652675792 0.0283292539207687 17.0659202852567 0.862720212733811 0.111806122140634 0.034750551476143 0.021152509594174 0.0668570392530142 0.024174296679056 0.0113317015683075 0.0162421055812407 4.1568458586408 0.324086664853594 32.3776931677394 41.4475871030127 2.84614571057323 0.178285438008038 0.03021787084882 0.200571117759043 0.00793219109781525 "LD" "T10" "S2"
"41" "41LDT10S2" 0.0655593103160555 0.166878244440868 0.0107278871426273 0.0259257272613492 17.2134909140756 0.779857795895987 0.110258840077002 0.0357596238087575 0.0178798119043788 0.0613873542050338 0.0220517680154005 0.014899843253649 0.0107278871426273 4.44104728018261 0.277137084517871 29.9135213097558 42.9902197428883 3.21866413965325 0.184162062615101 0.0467855078164578 0.346868350944948 0.0461895140863118 "LD" "T10" "S2"
"42" "42LDT10S2" 0.0166178103043718 0.117155562645821 0.0154545635830658 0.0226002220139457 16.4943399738103 0.865455560651684 0.108015766978417 0.0393842104213612 0.0146236730678472 0.0481916498826783 0.019442838056115 0.010635398594798 0.0109677548008854 4.04826476824802 0.273861513816048 32.199333958163 41.88087024149 3.38022879401227 0.171661980444161 0.0427077724822356 0.182131200935915 0.0380547855970115 "LD" "T10" "S2"
"43" "43LDT10S3" 0.513710517181534 0.633460603956959 0 0.0277681360638667 31.0638667129469 1.19229434224228 0.0694203401596668 0.0780978826796251 0.00520652551197501 0.147518222839292 0.00867754251995835 0.026032627559875 0.015619576535925 5.11280805275946 0.565775772301284 21.7233599444637 34.9809094064561 2.64317945157931 0.183963901423117 0.0468587296077751 0.746268656716418 0.215203054494967 "LD" "T10" "S3"
"44" "44LDT10S3" 0.073995108797893 0.29786166677118 0.00564369473882235 0.0313538596601242 23.0369348466796 2.33962500783846 0.0940615789803725 0.0997052737191948 0.0112873894776447 0.0432683263309713 0.0244560105348968 0.00940615789803725 0.0137956982504546 2.56662695177776 0.567504859848247 28.4680504170063 39.7886749858908 2.09318367090989 0.107857277230827 0.0495390982629962 0.218222863234464 0.0589452561610334 "LD" "T10" "S3"
"45" "45LDT10S3" 0.163672209202842 0.435219283562102 0.0204590261503552 0.081836104601421 26.4256221403861 1.98824535952089 0.0967153963471339 0.0855559275378492 0.0204590261503552 0.0464977867053528 0.00185991146821411 0.0130193802774988 0.0278986720232117 3.61008815980359 0.673287951493509 25.3617527805676 37.7580627162147 2.4643826953837 0.137633448647844 0.0464977867053528 0.453818398244244 0.0874158390060633 "LD" "T10" "S3"
"46" "46SLT10S1" 0.0128092194849905 0.112524066552763 0.0202976862608312 0.0346834250670513 19.3318711116629 0.617404379176545 0.122180247395294 0.0273920232063644 0.0344863601518976 0.133807077389363 0.0325157110003606 0.00453249304853512 0.00177358423638331 6.29839175322743 0.466058524338502 25.2317976064495 43.7791532908856 3.38715176166181 0.118830143837682 0.0275890881215181 0.14109847925005 0.0636519675946454 "SL" "T10" "S1"
"47" "47SLT10S1" 0.0171547523612527 0.110186294012662 0.0118763670193288 0.0376084955612078 18.6798758259848 0.437116286128073 0.0963305324901113 0.0234228349547873 0.136908119806151 0.217073597186621 0.0389280918966888 0.00659798167740488 0.00725777984514537 7.07303635817803 0.448662754063532 22.3460443450349 45.7899928411899 4.05742883252013 0.112165688515883 0.028371321212841 0.251383101909126 0.0725777984514537 "SL" "T10" "S1"
"48" "48SLT10S1" 0.0195744288872513 0.107083640383198 0.0100750736919676 0.0276344878408253 18.212854642594 0.417683769344141 0.0938421149594694 0.0227408806190125 0.0316645173176124 0.152565401621223 0.0377095615327929 0.05814756816507 0.00633290346352248 7.0580209100958 0.449924005158438 22.5137596720707 46.396002210759 4.02599944731024 0.109674373618276 0.0261951915991157 0.151126105379514 0.0713890935887988 "SL" "T10" "S1"
"49" "49SLT10S2" 0.0227936280284792 0.128822414587922 0.0186958971469549 0.0420017415356246 17.0066075910465 1.01931055677918 0.116017005583158 0.0402089842749577 0.0130615171848589 0.110638733801158 0.0258669261896225 0.0135737335450494 0.00973211084362034 3.86057470675613 0.293756082569277 30.9852481688265 42.6660861547918 3.01311273882088 0.178507401526405 0.0422578497157199 0.327562362341853 0.0655636941043897 "SL" "T10" "S2"
"50" "50SLT10S2" 0.326622403084172 0.279770828871279 0.0127168558577854 0.067600128507175 17.8163150567573 0.973174127222103 0.107089312486614 0.0448436496037695 0.00200792460912401 0.0481901906189762 0.0187406296851574 0.0187406296851574 0.00870100663953737 4.54928785607196 0.44575926322553 28.8793103448276 42.4649282501606 3.4375669308203 0.196776611694153 0.0508674234311416 0.173350824587706 0.077639751552795 "SL" "T10" "S2"
"51" "51SLT10S2" 0.0452329162592378 0.157650016962344 0.0246120279645853 0.0339246871944284 16.7614562338276 0.766964006572077 0.117073430318027 0.0432373464242715 0.00931265922984308 0.0538803855440921 0.019290508404675 0.0186253184596862 0.0079822793398655 4.59380176009259 0.287362056235158 29.0508404674955 43.5094091117719 3.72173774221229 0.210865212561447 0.0532151955991033 0.325943073044508 0.187583564486839 "SL" "T10" "S2"
"52" "52SLT10S3" 0.162369531786801 0.257664496286359 0.00368092137551942 0.0314923273238884 22.7910381834244 2.54351667048392 0.0907960605961457 0.111654615057422 0.00286293884762621 0.069937506134869 0.0458070215620194 0.0261754408925825 0.0212675457252233 2.69688839446389 0.747636030494389 28.9152733697608 38.7106141412819 2.46662631286196 0.106746719890063 0.0433530739783398 0.121061414128194 0.0335372836436214 "SL" "T10" "S3"
"53" "53SLT10S3" 0.0540258243440365 0.33586054133876 0.0126060256802752 0.030614633794954 20.6396657602334 2.06198562913072 0.120657674368348 0.143168434511697 0.00990473446307335 0.327756667687154 0.0468223810981649 0.00810387365160547 0.02971420338922 2.92549838822957 1.54603900664518 21.2267463847719 45.1520826955285 4.91725044571305 0.0684327108357795 0.0801383061103207 0.207098993318806 0.0558266851555043 "SL" "T10" "S3"
"54" "54SLT10S3" 0.131648235913639 0.377391609619098 0.0245743373705459 0.0807442513603651 26.0119361067228 2.17482885729331 0.0930314200456381 0.101807969106547 0.00877654906090925 0.163243812532912 0.0157977883096367 0.0368615060558189 0.00526592943654555 4.14604177637353 2.2731262067755 22.9963138493944 37.8286817623311 2.95067579427769 0.140424784974548 0.136914165350184 0.243988063893277 0.0579252238020011 "SL" "T10" "S3"
